pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
221,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,808,2,120,RST,1526344333,316,0.000143,0.000143,0,,,0.000143,0.000143,0.000143,,,,,1,1,60,60,6993.007324,0,0,1,Reconnaissance,Service_Scan
222,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5730,2,120,RST,1526344333,317,0.000115,0.000115,0,,,0.000115,0.000115,0.000115,,,,,1,1,60,60,8695.652344,0,0,1,Reconnaissance,Service_Scan
223,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2191,2,120,RST,1526344333,318,0.000102,0.000102,0,,,0.000102,0.000102,0.000102,,,,,1,1,60,60,9803.921875,0,0,1,Reconnaissance,Service_Scan
224,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3052,2,120,RST,1526344333,319,0.000102,0.000102,0,,,0.000102,0.000102,0.000102,,,,,1,1,60,60,9803.921875,0,0,1,Reconnaissance,Service_Scan
225,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1059,2,120,RST,1526344333,320,0.000108,0.000108,0,,,0.000108,0.000108,0.000108,,,,,1,1,60,60,9259.258789,0,0,1,Reconnaissance,Service_Scan
226,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1087,2,120,RST,1526344333,321,0.000108,0.000108,0,,,0.000108,0.000108,0.000108,,,,,1,1,60,60,9259.258789,0,0,1,Reconnaissance,Service_Scan
227,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1104,2,120,RST,1526344333,322,0.000101,0.000101,0,,,0.000101,0.000101,0.000101,,,,,1,1,60,60,9900.990234,0,0,1,Reconnaissance,Service_Scan
228,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49,2,120,RST,1526344333,323,0.000102,0.000102,0,,,0.000102,0.000102,0.000102,,,,,1,1,60,60,9803.921875,0,0,1,Reconnaissance,Service_Scan
229,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1234,2,120,RST,1526344333,324,0.000102,0.000102,0,,,0.000102,0.000102,0.000102,,,,,1,1,60,60,9803.921875,0,0,1,Reconnaissance,Service_Scan
230,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,30,2,120,RST,1526344333,325,0.000122,0.000122,0,,,0.000122,0.000122,0.000122,,,,,1,1,60,60,8196.72168,0,0,1,Reconnaissance,Service_Scan
231,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1236,2,120,RST,1526344333,326,0.000102,0.000102,0,,,0.000102,0.000102,0.000102,,,,,1,1,60,60,9803.921875,0,0,1,Reconnaissance,Service_Scan
232,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9220,2,120,RST,1526344333,327,0.00012,0.00012,0,,,0.00012,0.00012,0.00012,,,,,1,1,60,60,8333.333984,0,0,1,Reconnaissance,Service_Scan
233,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8500,2,120,RST,1526344333,328,1.80E-05,1.80E-05,0,,,1.80E-05,1.80E-05,1.80E-05,,,,,1,1,60,60,55555.55469,0,0,1,Reconnaissance,Service_Scan
234,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,646,2,120,RST,1526344333,329,6.10E-05,6.10E-05,0,,,6.10E-05,6.10E-05,6.10E-05,,,,,1,1,60,60,16393.44336,0,0,1,Reconnaissance,Service_Scan
235,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2800,2,120,RST,1526344333,330,1.70E-05,1.70E-05,0,,,1.70E-05,1.70E-05,1.70E-05,,,,,1,1,60,60,58823.52734,0,0,1,Reconnaissance,Service_Scan
236,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,10215,2,120,RST,1526344333,331,6.00E-05,6.00E-05,0,,,6.00E-05,6.00E-05,6.00E-05,,,,,1,1,60,60,16666.66797,0,0,1,Reconnaissance,Service_Scan
237,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7025,2,120,RST,1526344333,332,4.90E-05,4.90E-05,0,,,4.90E-05,4.90E-05,4.90E-05,,,,,1,1,60,60,20408.16406,0,0,1,Reconnaissance,Service_Scan
238,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2046,2,120,RST,1526344333,333,4.60E-05,4.60E-05,0,,,4.60E-05,4.60E-05,4.60E-05,,,,,1,1,60,60,21739.13086,0,0,1,Reconnaissance,Service_Scan
239,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,31337,2,120,RST,1526344333,334,8.10E-05,8.10E-05,0,,,8.10E-05,8.10E-05,8.10E-05,,,,,1,1,60,60,12345.67969,0,0,1,Reconnaissance,Service_Scan
240,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6025,2,120,RST,1526344333,335,4.00E-05,4.00E-05,0,,,4.00E-05,4.00E-05,4.00E-05,,,,,1,1,60,60,25000,0,0,1,Reconnaissance,Service_Scan
241,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,33899,2,120,RST,1526344333,336,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
242,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3013,2,120,RST,1526344333,337,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
243,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9575,2,120,RST,1526344333,338,1.90E-05,1.90E-05,0,,,1.90E-05,1.90E-05,1.90E-05,,,,,1,1,60,60,52631.58203,0,0,1,Reconnaissance,Service_Scan
244,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6789,2,120,RST,1526344333,339,3.60E-05,3.60E-05,0,,,3.60E-05,3.60E-05,3.60E-05,,,,,1,1,60,60,27777.77734,0,0,1,Reconnaissance,Service_Scan
245,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1755,2,120,RST,1526344333,340,4.70E-05,4.70E-05,0,,,4.70E-05,4.70E-05,4.70E-05,,,,,1,1,60,60,21276.5957,0,0,1,Reconnaissance,Service_Scan
246,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1131,2,120,RST,1526344333,341,1.00E-05,1.00E-05,0,,,1.00E-05,1.00E-05,1.00E-05,,,,,1,1,60,60,100000,0,0,1,Reconnaissance,Service_Scan
247,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5225,2,120,RST,1526344333,342,1.00E-05,1.00E-05,0,,,1.00E-05,1.00E-05,1.00E-05,,,,,1,1,60,60,100000,0,0,1,Reconnaissance,Service_Scan
248,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1061,2,120,RST,1526344333,343,3.00E-05,3.00E-05,0,,,3.00E-05,3.00E-05,3.00E-05,,,,,1,1,60,60,33333.33594,0,0,1,Reconnaissance,Service_Scan
249,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1864,2,120,RST,1526344333,344,2.70E-05,2.70E-05,0,,,2.70E-05,2.70E-05,2.70E-05,,,,,1,1,60,60,37037.03516,0,0,1,Reconnaissance,Service_Scan
250,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,765,2,120,RST,1526344333,345,2.70E-05,2.70E-05,0,,,2.70E-05,2.70E-05,2.70E-05,,,,,1,1,60,60,37037.03516,0,0,1,Reconnaissance,Service_Scan
251,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8400,2,120,RST,1526344333,346,7.90E-05,7.90E-05,0,,,7.90E-05,7.90E-05,7.90E-05,,,,,1,1,60,60,12658.22852,0,0,1,Reconnaissance,Service_Scan
252,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1024,2,120,RST,1526344333,347,8.20E-05,8.20E-05,0,,,8.20E-05,8.20E-05,8.20E-05,,,,,1,1,60,60,12195.12207,0,0,1,Reconnaissance,Service_Scan
253,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,57797,2,120,RST,1526344333,348,8.00E-05,8.00E-05,0,,,8.00E-05,8.00E-05,8.00E-05,,,,,1,1,60,60,12500,0,0,1,Reconnaissance,Service_Scan
254,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3801,2,120,RST,1526344333,349,0.000143,0.000143,0,,,0.000143,0.000143,0.000143,,,,,1,1,60,60,6993.007324,0,0,1,Reconnaissance,Service_Scan
255,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,14442,2,120,RST,1526344333,350,3.90E-05,3.90E-05,0,,,3.90E-05,3.90E-05,3.90E-05,,,,,1,1,60,60,25641.02734,0,0,1,Reconnaissance,Service_Scan
256,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,25735,2,120,RST,1526344333,351,7.00E-05,7.00E-05,0,,,7.00E-05,7.00E-05,7.00E-05,,,,,1,1,60,60,14285.71387,0,0,1,Reconnaissance,Service_Scan
257,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4006,2,120,RST,1526344333,352,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
258,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,563,2,120,RST,1526344333,353,0.00014,0.00014,0,,,0.00014,0.00014,0.00014,,,,,1,1,60,60,7142.856934,0,0,1,Reconnaissance,Service_Scan
259,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2607,2,120,RST,1526344333,354,0.000136,0.000136,0,,,0.000136,0.000136,0.000136,,,,,1,1,60,60,7352.940918,0,0,1,Reconnaissance,Service_Scan
260,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32772,2,120,RST,1526344333,355,0.000136,0.000136,0,,,0.000136,0.000136,0.000136,,,,,1,1,60,60,7352.940918,0,0,1,Reconnaissance,Service_Scan
261,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2034,2,120,RST,1526344333,356,0.000101,0.000101,0,,,0.000101,0.000101,0.000101,,,,,1,1,60,60,9900.990234,0,0,1,Reconnaissance,Service_Scan
262,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,19801,2,120,RST,1526344333,357,0.000106,0.000106,0,,,0.000106,0.000106,0.000106,,,,,1,1,60,60,9433.961914,0,0,1,Reconnaissance,Service_Scan
263,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1165,2,120,RST,1526344333,358,0.0001,0.0001,0,,,0.0001,0.0001,0.0001,,,,,1,1,60,60,10000,0,0,1,Reconnaissance,Service_Scan
264,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3168,2,120,RST,1526344333,359,0.000156,0.000156,0,,,0.000156,0.000156,0.000156,,,,,1,1,60,60,6410.256836,0,0,1,Reconnaissance,Service_Scan
265,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,912,2,120,RST,1526344333,360,0.000161,0.000161,0,,,0.000161,0.000161,0.000161,,,,,1,1,60,60,6211.180176,0,0,1,Reconnaissance,Service_Scan
266,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5877,2,120,RST,1526344333,361,0.000155,0.000155,0,,,0.000155,0.000155,0.000155,,,,,1,1,60,60,6451.612793,0,0,1,Reconnaissance,Service_Scan
267,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1095,2,120,RST,1526344333,362,9.20E-05,9.20E-05,0,,,9.20E-05,9.20E-05,9.20E-05,,,,,1,1,60,60,10869.56543,0,0,1,Reconnaissance,Service_Scan
268,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1600,2,120,RST,1526344333,363,9.70E-05,9.70E-05,0,,,9.70E-05,9.70E-05,9.70E-05,,,,,1,1,60,60,10309.27832,0,0,1,Reconnaissance,Service_Scan
269,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1192,2,120,RST,1526344333,364,9.70E-05,9.70E-05,0,,,9.70E-05,9.70E-05,9.70E-05,,,,,1,1,60,60,10309.27832,0,0,1,Reconnaissance,Service_Scan
270,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1046,2,120,RST,1526344333,365,9.00E-05,9.00E-05,0,,,9.00E-05,9.00E-05,9.00E-05,,,,,1,1,60,60,11111.11133,0,0,1,Reconnaissance,Service_Scan
271,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,50389,2,120,RST,1526344333,366,9.70E-05,9.70E-05,0,,,9.70E-05,9.70E-05,9.70E-05,,,,,1,1,60,60,10309.27832,0,0,1,Reconnaissance,Service_Scan
272,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2009,2,120,RST,1526344333,367,9.70E-05,9.70E-05,0,,,9.70E-05,9.70E-05,9.70E-05,,,,,1,1,60,60,10309.27832,0,0,1,Reconnaissance,Service_Scan
273,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1034,2,120,RST,1526344333,368,9.00E-05,9.00E-05,0,,,9.00E-05,9.00E-05,9.00E-05,,,,,1,1,60,60,11111.11133,0,0,1,Reconnaissance,Service_Scan
274,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9290,2,120,RST,1526344333,369,0.000144,0.000144,0,,,0.000144,0.000144,0.000144,,,,,1,1,60,60,6944.444336,0,0,1,Reconnaissance,Service_Scan
275,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1783,2,120,RST,1526344333,370,9.40E-05,9.40E-05,0,,,9.40E-05,9.40E-05,9.40E-05,,,,,1,1,60,60,10638.29785,0,0,1,Reconnaissance,Service_Scan
276,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1334,2,120,RST,1526344333,371,9.80E-05,9.80E-05,0,,,9.80E-05,9.80E-05,9.80E-05,,,,,1,1,60,60,10204.08203,0,0,1,Reconnaissance,Service_Scan
277,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9594,2,120,RST,1526344333,372,9.80E-05,9.80E-05,0,,,9.80E-05,9.80E-05,9.80E-05,,,,,1,1,60,60,10204.08203,0,0,1,Reconnaissance,Service_Scan
278,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,888,2,120,RST,1526344333,373,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
279,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7001,2,120,RST,1526344333,374,9.20E-05,9.20E-05,0,,,9.20E-05,9.20E-05,9.20E-05,,,,,1,1,60,60,10869.56543,0,0,1,Reconnaissance,Service_Scan
280,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,34571,2,120,RST,1526344333,375,9.30E-05,9.30E-05,0,,,9.30E-05,9.30E-05,9.30E-05,,,,,1,1,60,60,10752.6875,0,0,1,Reconnaissance,Service_Scan
281,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1047,2,120,RST,1526344333,376,9.30E-05,9.30E-05,0,,,9.30E-05,9.30E-05,9.30E-05,,,,,1,1,60,60,10752.6875,0,0,1,Reconnaissance,Service_Scan
282,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,416,2,120,RST,1526344333,377,9.30E-05,9.30E-05,0,,,9.30E-05,9.30E-05,9.30E-05,,,,,1,1,60,60,10752.6875,0,0,1,Reconnaissance,Service_Scan
283,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,264,2,120,RST,1526344333,378,1.80E-05,1.80E-05,0,,,1.80E-05,1.80E-05,1.80E-05,,,,,1,1,60,60,55555.55469,0,0,1,Reconnaissance,Service_Scan
284,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5054,2,120,RST,1526344333,379,9.00E-05,9.00E-05,0,,,9.00E-05,9.00E-05,9.00E-05,,,,,1,1,60,60,11111.11133,0,0,1,Reconnaissance,Service_Scan
285,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1152,2,120,RST,1526344333,380,9.20E-05,9.20E-05,0,,,9.20E-05,9.20E-05,9.20E-05,,,,,1,1,60,60,10869.56543,0,0,1,Reconnaissance,Service_Scan
286,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,52869,2,120,RST,1526344333,381,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
287,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,60443,2,120,RST,1526344333,382,2.30E-05,2.30E-05,0,,,2.30E-05,2.30E-05,2.30E-05,,,,,1,1,60,60,43478.26172,0,0,1,Reconnaissance,Service_Scan
288,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,31038,2,120,RST,1526344333,383,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
289,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,13456,2,120,RST,1526344333,384,7.60E-05,7.60E-05,0,,,7.60E-05,7.60E-05,7.60E-05,,,,,1,1,60,60,13157.89551,0,0,1,Reconnaissance,Service_Scan
290,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1998,2,120,RST,1526344333,385,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
291,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6003,2,120,RST,1526344333,386,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
292,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4003,2,120,RST,1526344333,387,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
293,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,366,2,120,RST,1526344333,388,6.70E-05,6.70E-05,0,,,6.70E-05,6.70E-05,6.70E-05,,,,,1,1,60,60,14925.37305,0,0,1,Reconnaissance,Service_Scan
294,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2010,2,120,RST,1526344333,389,6.80E-05,6.80E-05,0,,,6.80E-05,6.80E-05,6.80E-05,,,,,1,1,60,60,14705.88184,0,0,1,Reconnaissance,Service_Scan
295,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,543,2,120,RST,1526344333,390,6.90E-05,6.90E-05,0,,,6.90E-05,6.90E-05,6.90E-05,,,,,1,1,60,60,14492.75293,0,0,1,Reconnaissance,Service_Scan
296,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2022,2,120,RST,1526344333,391,7.00E-05,7.00E-05,0,,,7.00E-05,7.00E-05,7.00E-05,,,,,1,1,60,60,14285.71387,0,0,1,Reconnaissance,Service_Scan
297,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1026,2,120,RST,1526344333,392,3.80E-05,3.80E-05,0,,,3.80E-05,3.80E-05,3.80E-05,,,,,1,1,60,60,26315.79102,0,0,1,Reconnaissance,Service_Scan
298,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,63331,2,120,RST,1526344333,393,3.80E-05,3.80E-05,0,,,3.80E-05,3.80E-05,3.80E-05,,,,,1,1,60,60,26315.79102,0,0,1,Reconnaissance,Service_Scan
299,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9071,2,120,RST,1526344333,394,3.80E-05,3.80E-05,0,,,3.80E-05,3.80E-05,3.80E-05,,,,,1,1,60,60,26315.79102,0,0,1,Reconnaissance,Service_Scan
300,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32784,2,120,RST,1526344333,395,0.000154,0.000154,0,,,0.000154,0.000154,0.000154,,,,,1,1,60,60,6493.506836,0,0,1,Reconnaissance,Service_Scan
301,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8994,2,120,RST,1526344333,396,0.000155,0.000155,0,,,0.000155,0.000155,0.000155,,,,,1,1,60,60,6451.612793,0,0,1,Reconnaissance,Service_Scan
302,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,311,2,120,RST,1526344333,397,0.000155,0.000155,0,,,0.000155,0.000155,0.000155,,,,,1,1,60,60,6451.612793,0,0,1,Reconnaissance,Service_Scan
303,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32777,2,120,RST,1526344333,398,7.00E-06,7.00E-06,0,,,7.00E-06,7.00E-06,7.00E-06,,,,,1,1,60,60,142857.1406,0,0,1,Reconnaissance,Service_Scan
304,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,16080,2,120,RST,1526344333,399,2.80E-05,2.80E-05,0,,,2.80E-05,2.80E-05,2.80E-05,,,,,1,1,60,60,35714.28516,0,0,1,Reconnaissance,Service_Scan
305,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1094,2,120,RST,1526344333,400,2.80E-05,2.80E-05,0,,,2.80E-05,2.80E-05,2.80E-05,,,,,1,1,60,60,35714.28516,0,0,1,Reconnaissance,Service_Scan
306,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5666,2,120,RST,1526344333,401,0.000146,0.000146,0,,,0.000146,0.000146,0.000146,,,,,1,1,60,60,6849.314941,0,0,1,Reconnaissance,Service_Scan
307,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9500,2,120,RST,1526344333,402,0.000141,0.000141,0,,,0.000141,0.000141,0.000141,,,,,1,1,60,60,7092.19873,0,0,1,Reconnaissance,Service_Scan
308,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49152,2,120,RST,1526344333,403,0.000128,0.000128,0,,,0.000128,0.000128,0.000128,,,,,1,1,60,60,7812.5,0,0,1,Reconnaissance,Service_Scan
309,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1287,2,120,RST,1526344333,404,0.000128,0.000128,0,,,0.000128,0.000128,0.000128,,,,,1,1,60,60,7812.5,0,0,1,Reconnaissance,Service_Scan
310,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1088,2,120,RST,1526344333,405,0.000119,0.000119,0,,,0.000119,0.000119,0.000119,,,,,1,1,60,60,8403.361328,0,0,1,Reconnaissance,Service_Scan
311,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5200,2,120,RST,1526344333,406,0.000119,0.000119,0,,,0.000119,0.000119,0.000119,,,,,1,1,60,60,8403.361328,0,0,1,Reconnaissance,Service_Scan
312,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1719,2,120,RST,1526344333,407,0.000126,0.000126,0,,,0.000126,0.000126,0.000126,,,,,1,1,60,60,7936.507812,0,0,1,Reconnaissance,Service_Scan
313,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9878,2,120,RST,1526344333,408,0.000118,0.000118,0,,,0.000118,0.000118,0.000118,,,,,1,1,60,60,8474.576172,0,0,1,Reconnaissance,Service_Scan
314,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7106,2,120,RST,1526344333,409,0.000125,0.000125,0,,,0.000125,0.000125,0.000125,,,,,1,1,60,60,7999.999512,0,0,1,Reconnaissance,Service_Scan
315,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9103,2,120,RST,1526344333,410,0.000125,0.000125,0,,,0.000125,0.000125,0.000125,,,,,1,1,60,60,7999.999512,0,0,1,Reconnaissance,Service_Scan
316,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5999,2,120,RST,1526344333,411,0.000174,0.000174,0,,,0.000174,0.000174,0.000174,,,,,1,1,60,60,5747.126465,0,0,1,Reconnaissance,Service_Scan
317,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5904,2,120,RST,1526344333,412,0.000169,0.000169,0,,,0.000169,0.000169,0.000169,,,,,1,1,60,60,5917.159668,0,0,1,Reconnaissance,Service_Scan
318,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,22939,2,120,RST,1526344333,413,0.000174,0.000174,0,,,0.000174,0.000174,0.000174,,,,,1,1,60,60,5747.126465,0,0,1,Reconnaissance,Service_Scan
319,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9081,2,120,RST,1526344333,414,0.000108,0.000108,0,,,0.000108,0.000108,0.000108,,,,,1,1,60,60,9259.258789,0,0,1,Reconnaissance,Service_Scan
320,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6005,2,120,RST,1526344333,415,0.000112,0.000112,0,,,0.000112,0.000112,0.000112,,,,,1,1,60,60,8928.571289,0,0,1,Reconnaissance,Service_Scan
321,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1862,2,120,RST,1526344333,416,0.000112,0.000112,0,,,0.000112,0.000112,0.000112,,,,,1,1,60,60,8928.571289,0,0,1,Reconnaissance,Service_Scan
322,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2107,2,120,RST,1526344333,417,0.000112,0.000112,0,,,0.000112,0.000112,0.000112,,,,,1,1,60,60,8928.571289,0,0,1,Reconnaissance,Service_Scan
323,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,593,2,120,RST,1526344333,418,0.000166,0.000166,0,,,0.000166,0.000166,0.000166,,,,,1,1,60,60,6024.09668,0,0,1,Reconnaissance,Service_Scan
324,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1097,2,120,RST,1526344333,419,0.000159,0.000159,0,,,0.000159,0.000159,0.000159,,,,,1,1,60,60,6289.308105,0,0,1,Reconnaissance,Service_Scan
325,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9050,2,120,RST,1526344333,420,0.00016,0.00016,0,,,0.00016,0.00016,0.00016,,,,,1,1,60,60,6250,0,0,1,Reconnaissance,Service_Scan
326,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6001,2,120,RST,1526344333,421,9.70E-05,9.70E-05,0,,,9.70E-05,9.70E-05,9.70E-05,,,,,1,1,60,60,10309.27832,0,0,1,Reconnaissance,Service_Scan
327,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1247,2,120,RST,1526344333,422,9.60E-05,9.60E-05,0,,,9.60E-05,9.60E-05,9.60E-05,,,,,1,1,60,60,10416.66602,0,0,1,Reconnaissance,Service_Scan
328,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3367,2,120,RST,1526344333,423,9.60E-05,9.60E-05,0,,,9.60E-05,9.60E-05,9.60E-05,,,,,1,1,60,60,10416.66602,0,0,1,Reconnaissance,Service_Scan
329,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2002,2,120,RST,1526344333,424,9.60E-05,9.60E-05,0,,,9.60E-05,9.60E-05,9.60E-05,,,,,1,1,60,60,10416.66602,0,0,1,Reconnaissance,Service_Scan
330,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6666,2,120,RST,1526344333,425,9.60E-05,9.60E-05,0,,,9.60E-05,9.60E-05,9.60E-05,,,,,1,1,60,60,10416.66602,0,0,1,Reconnaissance,Service_Scan
331,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3268,2,120,RST,1526344333,426,8.40E-05,8.40E-05,0,,,8.40E-05,8.40E-05,8.40E-05,,,,,1,1,60,60,11904.76172,0,0,1,Reconnaissance,Service_Scan
332,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,64680,2,120,RST,1526344333,427,8.40E-05,8.40E-05,0,,,8.40E-05,8.40E-05,8.40E-05,,,,,1,1,60,60,11904.76172,0,0,1,Reconnaissance,Service_Scan
333,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9207,2,120,RST,1526344333,428,1.70E-05,1.70E-05,0,,,1.70E-05,1.70E-05,1.70E-05,,,,,1,1,60,60,58823.52734,0,0,1,Reconnaissance,Service_Scan
